file	category	interpreter	interpreter+shim	jvm+shim	wasm+shim	missing-names-used
chapter1/section2/subsection1/14_fghk_example.scm	scheme	ok	ok	ok	ok	
chapter1/section2/subsection2/01_fib_definition.scm	scheme	ok	ok	ok	ok	
chapter1/section2/subsection2/02_fib_example.scm	scheme	ok	ok	ok	ok	
chapter1/section2/subsection2/03.scm	scheme	ok	ok	ok	ok	
chapter1/section2/subsection2/04_count_change_definition.scm	scheme	ok	ok	ok	ok	
chapter1/section2/subsection2/05_count_change_example.scm	scheme	ok	ok	ok	ok	
chapter1/section2/subsection2/06.scm	scheme	ok	ok	ok	ok	
chapter1/section2/subsection2/07.scm	scheme	ok	ok	ok	ok	
chapter1/section2/subsection2/08_example_1.12_1.scm	scheme	ok	ok	ok	ok	
chapter1/section2/subsection2/09_example_1.12_2.scm	scheme	ok	ok	ok	ok	
chapter1/section2/subsection2/10_pascal_triangle.scm	scheme	ok	ok	ok	ok	
chapter1/section2/subsection2/11_example_1.13.scm	scheme	ok	ok	ok	ok	
chapter1/section2/subsection3/01_sine_definition.scm	scheme	ok	ok	ok	ok	
chapter1/section2/subsection3/02_sine_example.scm	scheme	ok	ok	ok	ok	
chapter1/section2/subsection4/01_expt_definition.scm	scheme	ok	ok	ok	ok	
chapter1/section2/subsection4/02_expt_example.scm	scheme	ok	ok	ok	ok	
chapter1/section2/subsection4/03_expt_linear_definition.scm	scheme	ok	ok	ok	ok	
chapter1/section2/subsection4/04_expt_example2.scm	scheme	ok	ok	ok	ok	
chapter1/section2/subsection4/05_expt_log_definition.scm	scheme	ok	ok	ok	ok	
chapter1/section2/subsection4/06_fast_expt_example.scm	scheme	ok	ok	ok	ok	
chapter1/section2/subsection4/07_even_definition.scm	fragment	1	1	-	-	
chapter1/section2/subsection4/08_even_example.scm	fragment	1	1	-	-	
chapter1/section2/subsection4/09_fast_expt_iter.scm	scheme	ok	ok	ok	ok	
chapter1/section2/subsection4/10_example_1.17.scm	scheme	ok	ok	ok	ok	
chapter1/section2/subsection4/11_times_definition.scm	scheme	ok	ok	compile	compile	
chapter1/section2/subsection4/12_times_example.scm	scheme	ok	ok	compile	compile	
chapter1/section2/subsection4/13_example_1.18_definition.scm	scheme	ok	ok	ok	ok	
chapter1/section2/subsection4/14_example_1.18.scm	scheme	ok	ok	ok	ok	
chapter1/section2/subsection4/15_fast_times_iter.scm	scheme	ok	ok	ok	ok	
chapter1/section2/subsection4/16_example_1.19.scm	scheme	ok	ok	ok	ok	
chapter1/section2/subsection4/17_fib_log_solution.scm	scheme	ok	ok	ok	ok	
chapter1/section2/subsection4/18_example_1.20.scm	scheme	ok	ok	ok	ok	
chapter1/section2/subsection5/01_gcd_definition.scm	scheme	ok	ok	ok	ok	
chapter1/section2/subsection5/02_gcd_example.scm	scheme	ok	ok	ok	ok	
chapter1/section2/subsection6/01_smallest_divisor_definition.scm	scheme	ok	ok	ok	ok	
chapter1/section2/subsection6/02_smallest_divisor_example.scm	scheme	ok	ok	ok	ok	
chapter1/section2/subsection6/03_prime_definition.scm	scheme	ok	ok	ok	ok	
chapter1/section2/subsection6/04_prime_example.scm	scheme	ok	ok	ok	ok	
chapter1/section2/subsection6/05_expmod_definition.scm	scheme	ok	ok	ok	ok	
chapter1/section2/subsection6/06_expmod_example.scm	scheme	ok	ok	ok	ok	
chapter1/section2/subsection6/07_random_definition.scm	scheme	ok	ok	ok	ok	
chapter1/section2/subsection6/08_fermat_test_definition.scm	scheme	1	ok	ok	ok	random
chapter1/section2/subsection6/09_fermat_test_example.scm	scheme	1	ok	ok	ok	random
chapter1/section2/subsection6/10_fast_prime_definition.scm	scheme	1	ok	ok	ok	false,random,true
chapter1/section2/subsection6/11_fast_prime_example.scm	scheme	1	ok	ok	ok	false,random,true
chapter1/section2/subsection6/12_smallest_division_solution.scm	scheme	ok	ok	ok	ok	
chapter1/section2/subsection6/13_timed_prime_definition.scm	scheme	1	ok	ok	ok	runtime
chapter1/section2/subsection6/14_timed_prime_example.scm	scheme	1	ok	ok	ok	runtime
chapter1/section2/subsection6/15_search_for_primes_definition.scm	scheme	ok	ok	ok	ok	runtime
chapter1/section2/subsection6/16_search_for_primes_example.scm	scheme	ok	ok	ok	ok	runtime
chapter1/section2/subsection6/17_better_smallest_divisor_solution.scm	scheme	ok	ok	ok	ok	
chapter1/section2/subsection6/18_mod_timed_prime_test_solution.scm	scheme	ok	ok	ok	ok	false,random,true
chapter1/section2/subsection6/19_mod_timed_prime_test_example.scm	scheme	ok	ok	ok	ok	false,random,true
chapter1/section2/subsection6/20_no_extra_work.scm	scheme	ok	ok	ok	ok	
chapter1/section2/subsection6/21.scm	scheme	ok	ok	ok	ok	
chapter1/section2/subsection6/22_carmichael.scm	scheme	ok	ok	ok	ok	
chapter1/section2/subsection6/23_example_1.29.scm	scheme	ok	ok	ok	ok	
chapter1/section2/subsection6/24_miller_rabin_test.scm	scheme	ok	ok	ok	ok	
chapter1/section2/subsection6/25_example_1.30.scm	scheme	ok	ok	ok	ok	
chapter1/section3/section3/01_cube_definition.scm	scheme	ok	ok	ok	ok	
chapter1/section3/section3/02_cube_example.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection1/01_sum_integers_definition.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection1/02_sum_integers_example.scm	fragment	1	1	-	-	
chapter1/section3/subsection1/03_sum_cubes_definition.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection1/04_sum_cubes_example.scm	fragment	1	1	-	-	
chapter1/section3/subsection1/05_pi_sum_definition.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection1/06_pi_sum_example.scm	fragment	1	1	-	-	
chapter1/section3/subsection1/07_inc_definition.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection1/08_sum_example.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection1/09_sum_example_example.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection1/10_identity.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection1/11_identity_example.scm	fragment	1	1	-	-	
chapter1/section3/subsection1/12_sum_integers_definition2.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection1/13_sum_integers_example2.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection1/14_pi_sum_definition2.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection1/15_pi_sum_example2.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection1/16_integral_definition.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection1/17_integral_example.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection1/18_integral_example2.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection1/19_simpsons_definition.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection1/20_example_1.31.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection1/21_sum_example_iter.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection1/22_sum_example_iter_example.scm	fragment	1	1	-	-	
chapter1/section3/subsection1/23_factorial_product.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection1/24_pi_product.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection1/25_product_r.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection1/26_factorial_product_example.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection1/27.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection1/28_example_accumulate_numbers.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection1/29.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection1/30_example_filtered_accumulate.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection2/01.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection2/02.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection2/03_pi_sum_definition3.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection2/04_integral_example_2.scm	fragment	1	1	-	-	
chapter1/section3/subsection2/05_integral_definition2.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection2/06_plus4_definition_1.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection2/07_plus4_example.scm	fragment	1	1	-	-	
chapter1/section3/subsection2/08_plus4_definition_2.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection2/09.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection2/10_f_helper_definition.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection2/11_f_helper_example.scm	fragment	1	1	-	-	
chapter1/section3/subsection2/12_f_helper_definition2.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection2/13_f_2_helper_example.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection2/14_f_helper_definition3.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection2/15_f_3_helper_example.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection2/16_h_error_example.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection2/17_expmod_definition_2.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection2/18_expmod_example_2.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection2/19.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection2/20.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection2/21_fg_definition.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection2/22.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection2/23.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection3/01_positive_negative_definition.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection3/02_search_definition.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection3/03_search_example.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection3/04_close_enough_definition.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection3/05_close_enough_example.scm	fragment	1	1	-	-	
chapter1/section3/subsection3/06_half_definition.scm	scheme	1	ok	ok	ok	sin
chapter1/section3/subsection3/07_half_example.scm	scheme	1	ok	ok	ok	sin
chapter1/section3/subsection3/08_half_example2.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection3/09_fixed_definition.scm	scheme	1	ok	ok	ok	cos
chapter1/section3/subsection3/10_fixed_example.scm	scheme	1	ok	ok	ok	cos
chapter1/section3/subsection3/11_fixed_example2.scm	scheme	1	ok	ok	ok	cos,sin
chapter1/section3/subsection3/12_sqrt_definition2.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection3/13_sqrt_example7.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection3/14_sqrt_definition3.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection3/15_example_1.37.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection3/16_modified_fixed_definition.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection3/17_modified_fixed_definition_average_dampening.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection3/18_example_1.36_1.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection3/19_example_1.36_2.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection3/20_cont_definition.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection3/21_cont_example.scm	fragment	1	1	-	-	
chapter1/section3/subsection3/22.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection3/23_cont_frac.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection3/24_cont_example_1.scm	fragment	1	1	-	-	
chapter1/section3/subsection3/25.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection3/26.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection3/27_tan_ex.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection4/01_average_damp_definition.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection4/02_average_damp_example.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection4/03_sqrt_definition4.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection4/04_sqrt_example3.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection4/05_cube_root_definition.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection4/06_cube_root_example.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection4/07_deriv_definition.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection4/08_dx.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection4/09_deriv_example.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection4/10_newtons_method_definition.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection4/11_sqrt_definition5.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection4/12_sqrt_example4.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection4/13_fixed_point_of_transform_definition.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection4/14_sqrt_definition6.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection4/15_sqrt_example5.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection4/16_sqrt_definition7.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection4/17_sqrt_example6.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection4/18_cubic_definition.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection4/19_cubic_definition_2.scm	fragment	1	1	-	-	
chapter1/section3/subsection4/20_cubic_example_2.scm	fragment	1	1	-	-	
chapter1/section3/subsection4/21_double_definition.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection4/22_double_example.scm	fragment	1	1	-	-	
chapter1/section3/subsection4/23.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection4/24_double_example_solution.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection4/25_compose_definition.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection4/26_compose_example.scm	fragment	1	1	-	-	
chapter1/section3/subsection4/27_compose_definition_solution.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection4/28_compose_example_solution.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection4/29_repeated_definition.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection4/30_repeated_example.scm	fragment	1	1	-	-	
chapter1/section3/subsection4/31_repeated_definition_solution.scm	fragment	1	1	-	-	
chapter1/section3/subsection4/32_repeated_example_solution.scm	fragment	1	1	-	-	
chapter1/section3/subsection4/33_n_fold_smooth_solution.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection4/34_example_1.44.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection4/35_nth_root_solution.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection4/36_example_1.45.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection4/37_iterative_improve.scm	scheme	ok	ok	ok	ok	
chapter1/section3/subsection4/38_example_1.46_1.scm	scheme	ok	ok	ok	ok	
chapter2/chapter2/01.scm	scheme	ok	ok	ok	ok	
chapter2/chapter2/02_linear_combination_example.scm	scheme	ok	ok	ok	ok	
chapter2/section1/subsection1/01_cons_1_2.scm	scheme	ok	ok	ok	ok	
chapter2/section1/subsection1/02_cons_1_2_example.scm	scheme	ok	ok	ok	ok	
chapter2/section1/subsection1/03_cons_1_2_example2.scm	scheme	ok	ok	ok	ok	
chapter2/section1/subsection1/04_cons_1_2_3_4.scm	scheme	ok	ok	ok	ok	
chapter2/section1/subsection1/05_cons_1_2_3_4_example.scm	scheme	ok	ok	ok	ok	
chapter2/section1/subsection1/06_cons_1_2_3_4_example2.scm	scheme	ok	ok	ok	ok	
chapter2/section1/subsection1/07_make_rat2.scm	scheme	ok	ok	ok	ok	
chapter2/section1/subsection1/08_rat_example_1.scm	scheme	ok	ok	ok	ok	
chapter2/section1/subsection1/09_print_rat.scm	scheme	ok	ok	ok	ok	
chapter2/section1/subsection1/10_print_rat_example_0.scm	fragment	1	1	-	-	
chapter2/section1/subsection1/11_print_rat_example.scm	scheme	ok	ok	ok	ok	
chapter2/section1/subsection1/12_print_rat_example2.scm	scheme	ok	ok	ok	ok	
chapter2/section1/subsection1/13_print_rat_example3.scm	scheme	ok	ok	ok	ok	
chapter2/section1/subsection1/14_print_rat_example4.scm	scheme	ok	ok	ok	ok	
chapter2/section1/subsection1/15_numer.scm	scheme	ok	ok	ok	ok	
chapter2/section1/subsection1/16_make_rat_3.scm	scheme	ok	ok	ok	ok	
chapter2/section1/subsection1/17_make_rat_3_example_1.scm	scheme	ok	ok	ok	ok	
chapter2/section1/subsection1/18_numer_rat.scm	scheme	ok	ok	ok	ok	
chapter2/section1/subsection1/19_add_rat_2.scm	fragment	ok	ok	ok	ok	
chapter2/section1/subsection1/20.scm	scheme	ok	ok	ok	ok	
chapter2/section1/subsection1/21_example_2.1.scm	scheme	ok	ok	ok	ok	
chapter2/section1/subsection2/01_make_rat_4.scm	scheme	ok	ok	ok	ok	
chapter2/section1/subsection2/02_print_rat_example5.scm	scheme	ok	ok	ok	ok	
chapter2/section1/subsection2/03_x_point.scm	scheme	ok	ok	ok	ok	
chapter2/section1/subsection2/04.scm	fragment	ok	ok	ok	ok	
chapter2/section1/subsection2/05_example_2.2.scm	scheme	ok	ok	ok	ok	
chapter2/section1/subsection2/06.scm	scheme	ok	ok	ok	ok	
chapter2/section1/subsection2/07_example_2.3.scm	scheme	ok	ok	ok	ok	
chapter2/section1/subsection2/08.scm	scheme	ok	ok	ok	ok	
chapter2/section1/subsection2/09_example_2.3_2.scm	scheme	ok	ok	ok	ok	
chapter2/section1/subsection3/01.scm	scheme	ok	ok	ok	ok	
chapter2/section1/subsection3/02_cons_with_dispatch.scm	scheme	ok	ok	ok	ok	
chapter2/section1/subsection3/03_cons_1_2_run.scm	scheme	ok	ok	ok	ok	
chapter2/section1/subsection3/04_cons_lambda.scm	scheme	ok	ok	ok	ok	
chapter2/section1/subsection3/05.scm	scheme	ok	ok	ok	ok	
chapter2/section1/subsection3/06_cons_1_2_run_2.scm	scheme	ok	ok	ok	ok	
chapter2/section1/subsection3/07_pair_with_fast_expt.scm	scheme	ok	ok	ok	ok	
chapter2/section1/subsection3/08_example_2.5.scm	scheme	ok	ok	ok	ok	
chapter2/section1/subsection3/09_zero.scm	scheme	ok	ok	ok	ok	
chapter2/section1/subsection3/10_church_solution.scm	scheme	ok	ok	ok	ok	
chapter2/section1/subsection4/01_add_interval.scm	fragment	1	1	-	-	
chapter2/section1/subsection4/02_mul_interval.scm	fragment	1	1	-	-	
chapter2/section1/subsection4/03_div_interval.scm	fragment	1	1	-	-	
chapter2/section1/subsection4/04_make_interval.scm	scheme	ok	ok	ok	ok	
chapter2/section1/subsection4/05_print_interval.scm	scheme	ok	ok	ok	ok	
chapter2/section1/subsection4/06_add_interval_example.scm	fragment	1	1	-	-	
chapter2/section1/subsection4/07_mul_interval_example.scm	fragment	1	1	-	-	
chapter2/section1/subsection4/08_div_interval_example.scm	fragment	1	1	-	-	
chapter2/section1/subsection4/09.scm	scheme	ok	ok	ok	ok	
chapter2/section1/subsection4/10_sub_interval_example.scm	scheme	ok	ok	ok	ok	
chapter2/section1/subsection4/11.scm	fragment	1	1	-	-	
chapter2/section1/subsection4/12.scm	scheme	ok	ok	ok	ok	
chapter2/section1/subsection4/13_make_center_width.scm	fragment	ok	ok	ok	ok	
chapter2/section1/subsection4/14_make_center_width_example.scm	scheme	ok	ok	ok	ok	
chapter2/section1/subsection4/15_make_center_percent.scm	scheme	ok	ok	ok	ok	
chapter2/section1/subsection4/16_make_center_percent_example.scm	scheme	ok	ok	ok	ok	
chapter2/section1/subsection4/17_par.scm	fragment	ok	ok	ok	ok	
chapter2/section1/subsection4/18_par_example.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection1/01_cons_example.scm	scheme	1	ok	ok	ok	nil
chapter2/section2/subsection1/02_one_four.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection1/03_one_four_example.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection1/04_car_one_four.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection1/05_cdr_one_four.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection1/06_car_cdr_one_four.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection1/07_cons_one_four.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection1/08_cons5_one_four.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection1/09_list_ref.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection1/10_list_ref_example.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection1/11_manual_squares.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection1/12_manual_odds.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection1/13_length.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection1/14_length_example.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection1/15_length_iter.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection1/16_append_example.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection1/17_append_example2.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection1/18_append.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection1/19_last_pair_by_student.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection1/20_last_pair_example.scm	scheme	1	ok	ok	ok	last-pair
chapter2/section2/subsection1/21_last_pair_definition.scm	scheme	1	ok	ok	ok	last-pair
chapter2/section2/subsection1/22_reverse_example.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection1/23_naive_reverse_definition.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection1/24_reverse.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection1/25_us_coins.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection1/26_cc_example.scm	fragment	1	1	-	-	
chapter2/section2/subsection1/27_cc_helpers.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection1/28_cc.scm	fragment	1	1	-	-	
chapter2/section2/subsection1/29_exercise_2_19_solution.scm	fragment	1	1	-	-	
chapter2/section2/subsection1/30_currying_plus.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection1/31_curry_example.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection1/32_currying.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection1/33_currying_example.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection1/34_currying_currying.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection1/35_currying_currying_example.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection1/36_currying_currying_example_2.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection1/37_currying_currying_example_3.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection1/38_brooks_solution.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection1/39_brooks_curried_solution.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection1/40_currying_currying_example_4.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection1/41_currying_currying_example_5.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection1/42_scale_list.scm	scheme	1	ok	ok	ok	nil
chapter2/section2/subsection1/43_scale_list_example.scm	fragment	1	1	-	-	
chapter2/section2/subsection1/44_map.scm	scheme	1	ok	ok	ok	nil
chapter2/section2/subsection1/45_map_example.scm	scheme	1	ok	ok	ok	nil
chapter2/section2/subsection1/46_map_example2.scm	scheme	1	ok	ok	ok	nil
chapter2/section2/subsection1/47_scale_list2.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection1/48_square_list_example.scm	fragment	1	1	-	-	
chapter2/section2/subsection1/49_square_list_pedestrian.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection1/50_square_list_with_map.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection1/51_square_list_warning.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection1/52_square_list2.scm	scheme	1	ok	ok	ok	nil
chapter2/section2/subsection1/53_square_list3.scm	scheme	1	ok	ok	ok	nil
chapter2/section2/subsection1/54_for_each_by_student.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection1/55_for_each_example.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection1/56_for_each.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection2/01.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection2/02_tree_x.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection2/03_length_tree_x.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection2/04_count_leaves_tree_x.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection2/05_list_x_x.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection2/06_length_list_x_x.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection2/07_count_leaves_list_x_x.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection2/08_count_leaves.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection2/09_count_leaves_example.scm	fragment	1	1	-	-	
chapter2/section2/subsection2/10_xy.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection2/11_appendxy.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection2/12_pairxy.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection2/13_listxy.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection2/14_appendxy_sol.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection2/15_pairxy_sol.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection2/16_listxy_sol.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection2/17_x_list_list.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection2/18_x_x_list_list.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection2/19_reverse_x.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection2/20_deep_reverse.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection2/21_deep_reverse_x.scm	fragment	1	1	-	-	
chapter2/section2/subsection2/22_deep_reverse_solution.scm	fragment	1	1	-	-	
chapter2/section2/subsection2/23_fringe.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection2/24_x_fringe_example.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection2/25_x_fringe_example_2.scm	fragment	1	1	-	-	
chapter2/section2/subsection2/26_x_fringe_example_3.scm	fragment	1	1	-	-	
chapter2/section2/subsection2/27_x_fringe_solution.scm	fragment	1	1	-	-	
chapter2/section2/subsection2/28_make_mobile.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection2/29_make_branch.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection2/30_make_mobile_branch_alternative.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection2/31_branch_construction.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection2/32_total_weight.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection2/33_example_2.29.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection2/34_is_balanced_solution.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection2/35_example_2.29_2.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection2/36_scale_tree.scm	scheme	1	ok	ok	ok	nil
chapter2/section2/subsection2/37_scale_tree_example.scm	scheme	1	ok	ok	ok	nil
chapter2/section2/subsection2/38_scale_tree_example_2.scm	fragment	1	1	-	-	
chapter2/section2/subsection2/39_scale_tree_with_map.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection2/40_square_tree.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection2/41_square_tree_example.scm	fragment	1	1	-	-	
chapter2/section2/subsection2/42_square_tree_pedestrian.scm	scheme	ok	ok	ok	ok	
chapter2/section2/subsection2/43_square_tree_with_map.scm	scheme	ok	ok	ok	ok	
